연도,행정구역,연앙인구수(천명),재정자립도(%),통계방식변경,제조업종사자수,상용월평균급여(원),문화예술활동(건),대학수(천명당),문화기반시설수(십만명당),전체산업종사자수(천명당),기업규모구조,지역내총생산(십억원),청년_19_29_증감률(%),청년_30_39_증감률(%)
2020,서울특별시,9533.412,76.08,1.0,284356.0,4177937.0,5539.0,0.0092306930614138,4.499962867439276,615.6165284789957,1967.2197609641012,472863.219,0.20868151999693385,-1.8849733113489697
2020,세종특별자치시,347.0695,59.31,1.0,20429.0,3755869.0,81.0,0.0115250691864309,6.626914782197801,402.6023606222961,70.7646123981078,14005.902,4.9773010608519686,-0.06611850470458203
2020,울산광역시,1136.1135,51.56,1.0,175733.0,4165556.0,342.0,0.0052811624894871,4.136910616764963,478.31840744784745,245.12332825657316,67807.98,-1.9111949935432637,-5.062560276128114
2020,인천광역시,2922.121,54.02,1.0,253606.0,3442684.0,467.0,0.0034221717718054,4.106606126166575,413.4904064547635,740.3025444400213,95297.255,-0.6499788233482184,-3.811636583644251
2020,전라남도,1847.811,23.25,1.0,125923.0,3660743.0,429.0,0.0102824368942494,12.33892427309936,458.7547103031641,497.4750010723234,81298.601,0.927916012234431,-3.8536255293141863
2020,전북특별자치도,1799.8985,24.86,1.0,120948.0,3326867.0,868.0,0.0116673245741357,10.00056392068775,441.6521264949107,511.6334473317743,56361.767,0.03491753925028984,-4.327537880962695
2020,제주특별자치도,667.2685,32.89,1.0,13851.0,2890236.0,272.0,0.0059945883853351,20.23173580050609,477.9050711969769,196.6938742971737,21668.785,2.5449588554563363,-2.5758408105963526
2020,충청남도,2108.0875,34.38,1.0,314229.0,3747802.0,358.0,0.0113847266776165,8.348799563585477,505.10711723303706,501.2639722579615,122866.948,-3.547263241665932,-4.287681590876713
2020,충청북도,1590.372,30.07,1.0,224247.0,3512114.0,396.0,0.01131810670711,8.677215142117694,508.0685525147575,376.4551044407427,75771.65,0.3357390223914125,-2.549535889187138
2021,강원특별자치도,1530.5365,24.52,1.0,64204.0,3353549.0,881.0,0.0117605819920008,15.746112555956689,466.70562903922905,429.3177273487701,55267.031,-2.8192506407387796,-1.993227019576782
2021,경기도,13398.945,57.29,1.0,1373285.0,3938130.0,3522.0,0.0059706193286113,4.410795029011613,447.3911938589195,3310.422780621462,563385.809,-1.3843547542752854,-0.31320533289665997
2021,경상남도,3311.2485,33.47,1.0,406186.0,3744367.0,1667.0,0.0069460205115985,6.885620333236845,456.6045103531191,859.8557199892059,118229.847,-4.42551852071632,-4.955479907177396
2021,경상북도,2619.8275,24.93,1.0,315862.0,3882801.0,1635.0,0.0145047717836384,8.435669905747611,471.14323366710215,697.5734267516207,118718.919,-2.761583307763116,-3.7125773895343883
2021,광주광역시,1438.8675,40.85,1.0,87325.0,3458315.0,902.0,0.0125098384667107,5.142933591869995,469.9953261853506,363.7759579178749,47377.153,-0.7160280116452866,-2.4361463210384127
2021,대구광역시,2387.4495,44.65,1.0,169828.0,3313281.0,2062.0,0.005445141352728,3.9791417577628345,420.7682717477375,664.9693401021141,66531.828,-3.4144585378882653,-3.1701741995414534
2021,대전광역시,1449.628,39.85,1.0,67179.0,3641586.0,1001.0,0.013796643000825,4.345942545259888,474.91977252095023,345.5215164636281,48803.055,-1.87988038210829,-2.378599957956695
2021,부산광역시,3343.353,46.06,1.0,213028.0,3563487.0,1856.0,0.0068793214476604,4.157502961846983,461.9625866607564,868.5854906571948,106510.275,-3.239853117993041,-2.9893164300806463
2021,서울특별시,9453.878,75.59,1.0,267489.0,4451538.0,12533.0,0.0093083494413615,4.601286371582117,610.4612308303534,1946.218596689508,507460.707,-2.5588943263385455,-2.2185510631328564
2021,세종특별자치시,362.9215,58.76,1.0,21081.0,3845965.0,155.0,0.0110216672200462,6.613000332027726,421.5071303298372,72.30719911226744,15455.438,-4.277487732192076,0.0780375258711441
2021,울산광역시,1124.0405,49.57,1.0,177408.0,4330712.0,635.0,0.0053378859569561,3.914449701767863,483.9540924014749,238.4688998647019,79762.196,-5.169492097570194,-4.717000046782371
2021,인천광역시,2921.8745,50.33,1.0,250357.0,3611547.0,1131.0,0.0034224604787098,4.312300203174367,418.7202427756565,737.7049601241737,104386.038,-2.790352936047147,-1.0281284278405245
2021,전라남도,1833.0205,22.21,1.0,126107.0,3803956.0,814.0,0.0103654050786666,12.547595621543785,467.2495479455904,502.27549931697024,93701.706,-3.642217990458052,-3.8088697685505712
2021,전북특별자치도,1786.3215,23.08,1.0,121697.0,3372498.0,1114.0,0.0111961928465844,10.076573561926002,442.8631688080785,522.4638585835347,59431.746,-2.869475270410049,-3.378688023743015
2021,제주특별자치도,670.9925,32.66,1.0,13819.0,3073063.0,647.0,0.005961318494618,19.37428510750865,481.8474126014822,199.50506630510088,22757.094,-2.730587704428211,-1.9472464131320089
2021,충청남도,2109.102,32.33,1.0,318380.0,4051811.0,749.0,0.0113792505056654,8.676678510569902,513.4147139398664,508.8732225749969,135882.266,-2.4826180068647896,-3.265743846914204
2021,충청북도,1591.246,28.33,1.0,224302.0,3565888.0,620.0,0.0113118901791426,8.860980640328396,513.637740487643,378.79031205005606,80518.621,-4.921747378405438,-2.0642889058270053
2022,강원특별자치도,1531.3105,24.69,1.0,64520.0,3467718.0,1020.0,0.0117546376126853,16.064671404003303,475.1204931984728,428.0493115144244,57723.494,-1.9842598794373778,-1.1556058976626926
2022,경기도,13503.1685,61.57,1.0,1387627.0,4027984.0,4274.0,0.0059245354155211,4.510052585065498,451.98376958711583,3351.781860184709,587328.57,-3.5822567978020747,-0.7992719654687397
2022,경상남도,3285.5225,32.78,1.0,412666.0,3894262.0,2244.0,0.0070004086108069,7.152591406694064,465.5783060380807,854.2043193212514,126917.22,-5.676492819349965,-4.641645199976341
2022,경상북도,2604.7445,25.58,1.0,325945.0,3954228.0,1467.0,0.0145887629285713,8.906823682706692,482.0384494525279,691.3888308671561,121411.361,-4.496520569331186,-3.9551817027429714
2022,광주광역시,1431.2665,41.14,1.0,88914.0,3599321.0,1579.0,0.0125762742298516,5.449718832935726,471.785652776754,362.2280563094316,49223.29,-3.0789348549690954,-2.169805536822045
2022,대구광역시,2364.488,47.89,1.0,169297.0,3426293.0,2345.0,0.0054980190214541,4.017783131062624,429.2629101945115,650.4708265465468,70327.334,-5.221139452817369,-1.8080102904242334
2022,대전광역시,1442.9845,42.4,1.0,69175.0,3810834.0,1481.0,0.0138601627391008,4.227349635425744,482.0356698218172,341.6012762310048,50666.636,-3.3245134165543866,-1.0718477125660875
2022,부산광역시,3316.707,46.9,1.0,210883.0,3638757.0,2926.0,0.0069345890366559,4.311505357573039,468.7372143514637,854.5619757420252,113844.056,-5.272255060003584,-2.0118512610498462
2022,서울특별시,9378.61,76.31,1.0,261088.0,4555258.0,15377.0,0.009383053565507,4.78748983058257,617.939865289206,1909.6113817607948,528484.481,-3.1256849321997238,-0.9081084545115581
2022,세종특별자치시,376.991,56.9,1.0,22513.0,3983956.0,273.0,0.010610332872668,6.896716367234232,419.55378245104,78.83613825805472,16055.841,7.385299625468167,0.1305261730404128
2022,울산광역시,1112.6,48.74,1.0,176701.0,4532594.0,719.0,0.0053927736832644,4.13445982383606,492.34226136976457,235.1697367556318,84886.776,-6.119092708348162,-3.7118348051146444
2022,인천광역시,2939.962,52.77,1.0,252668.0,3698625.0,1349.0,0.0034014045079494,4.319783725095767,425.2446120051892,745.7660627482097,113253.07,-3.281829711634532,0.9274616485566156
2022,전라남도,1820.069,24.24,1.0,128548.0,3866030.0,947.0,0.0104391646690317,13.406085153914496,473.80456455222304,499.0876358978938,96168.598,-4.2521768234050406,-3.403881215225124
2022,전북특별자치도,1772.1505,23.76,1.0,123074.0,3526045.0,1612.0,0.0112857231933743,10.777865649672531,448.7615470582211,518.5270474384267,61285.279,-4.341747743009905,-3.070529578832659
2022,제주특별자치도,673.714,32.72,1.0,13561.0,3216325.0,991.0,0.0059372374627809,19.444452690607587,475.6009226467017,202.5521722369772,24282.333,-3.4429148173223956,-1.6766558893816064
2022,충청남도,2113.8575,33.05,1.0,315551.0,4009848.0,1017.0,0.0113536508492176,9.13022755791249,516.7751373969153,515.8471851854057,140928.25,-1.4105427825786165,-2.489485769294497
2022,충청북도,1591.0035,30.24,1.0,231173.0,3737019.0,911.0,0.0113136143320866,8.925184639757235,527.1012917319164,374.0419594727052,84809.085,-4.614439579522989,-1.7251003714279567
2023,강원특별자치도,1526.763,25.42,1.0,63456.0,3555080.0,1580.0,0.0117896490810951,16.178018461280498,483.52036301639487,432.89593574552873,62160.748,-3.4311736567865347,-1.021689167004658
2023,경기도,13545.5425,60.5,1.0,1357108.0,4158552.0,5028.0,0.0057583518711044,4.591916492085865,456.7983157559028,3419.7061287650213,594735.127,-3.5991324367910527,-0.12093680486175984
2023,경상남도,3255.461,33.67,1.0,413205.0,3940613.0,2517.0,0.0070650516163455,7.157204463515305,475.4435700504476,839.5612542570428,139276.635,-6.300298787677583,-3.6299600712851654
2023,경상북도,2558.2135,25.34,1.0,320444.0,3959529.0,1496.0,0.0148541159680378,8.756110465369682,493.841503064541,681.5040815960239,127412.315,-5.230629038877566,-3.3805755423173767
2023,광주광역시,1420.562,42.32,1.0,82335.0,3731141.0,1657.0,0.0126710414610555,6.194731380960493,477.8024472004742,362.9617240684319,51423.328,-4.9870304500502005,-1.954148720402904
2023,대구광역시,2372.562,47.38,1.0,164964.0,3588057.0,2569.0,0.0054793088652688,4.299150032749408,433.61775161197056,658.1557118892674,72359.049,-4.811046696012888,0.040251019997428195
2023,대전광역시,1438.846,42.32,1.0,66422.0,3886943.0,1421.0,0.0139000282170572,4.309008747287757,493.1799511553008,340.2044215442285,53317.422,-2.9816975904625953,-0.2056997328080179
2023,부산광역시,3291.326,45.96,1.0,205191.0,3772199.0,3047.0,0.0069880649926503,4.375136343224585,472.47978474329193,848.7304916502956,116365.537,-4.5817458141491745,-1.361554034311474
2023,서울특별시,9334.9335,75.37,1.0,241919.0,4784452.0,15548.0,0.0094269552107682,5.024138629375346,621.3881437934186,1894.608083142621,553011.544,-2.325294838781089,0.17167457672957465
2023,세종특별자치시,384.2765,57.19,1.0,23411.0,4096606.0,437.0,0.0104091715210271,6.765961488667665,425.8652298540244,80.06993201038802,16740.013,-2.563487738419623,-2.5851123262625064
2023,울산광역시,1103.825,49.81,1.0,171192.0,4716772.0,685.0,0.0054356442370846,4.529703530903903,499.7422598690915,233.4523400733828,89412.238,-5.820258290550329,-2.4847208968596823
2023,인천광역시,2966.979,52.43,1.0,246065.0,3798573.0,1712.0,0.0033704316747776,4.448969810706446,424.2561204511391,759.6755461236027,117658.396,-4.378349134377579,1.7447039429899558
2023,전라남도,1806.802,23.86,1.0,129241.0,3956912.0,1408.0,0.0105158174498367,13.28313783137278,491.67091911565296,494.2736911044271,98793.381,-3.9527490026577294,-1.2918870713561459
2023,전북특별자치도,1757.041,23.81,1.0,120105.0,3595663.0,1901.0,0.0113827736518385,10.699807232728206,454.7935990110647,527.1776043491917,63751.865,-3.8570963884676512,-2.0033204205866073
2023,제주특별자치도,673.099,33.32,1.0,12966.0,3362104.0,1170.0,0.0059426622235362,18.719386004139064,488.4467218046676,202.9330847666932,26094.554,-5.584843920427984,-1.7923289878995052
2023,충청남도,2119.9505,33.62,1.0,311475.0,4028341.0,1549.0,0.0113210190520957,9.387011630696094,519.2333500239746,531.8109863075052,141759.598,-2.922094021169064,-1.0329508488565953
2023,충청북도,1589.702,32.1,1.0,227470.0,3836045.0,1176.0,0.0113228768662302,8.932491750026106,531.6141012592298,382.5255942577753,87591.806,-0.206270427309041,0.2446830589751814
2024,강원특별자치도,1517.3595,25.22,1.0,62173.0,3659521.0,1767.0,0.0112036732231221,16.27827815359511,495.1120680366123,432.63538465024897,64615.611,-5.044641623130719,0.0078051826412739445
2024,경기도,13598.2215,55.09,1.0,1360933.0,4401527.0,5453.0,0.0057360442319607,4.574127579845644,461.052572205858,3480.5662016423967,651417.234,-3.4926273336613023,1.191600547996985
2024,경상남도,3229.883,33.63,1.0,412477.0,4113065.0,2743.0,0.0065017835011361,7.213883598879588,482.2744353278432,837.2287030423255,151241.35,-5.547071148876903,-1.5285625250542
2024,경상북도,2535.499,24.56,1.0,317918.0,4175761.0,1433.0,0.0145927882440497,8.834552882884198,506.1031378833122,680.8256543144454,134698.401,-5.1240646068137385,-1.479905399954129
2024,광주광역시,1409.318,40.72,1.0,80250.0,3760465.0,1510.0,0.0127721351746021,6.244154974249957,477.9623903192892,366.63554193654704,54836.685,-5.120653301649991,-0.766441595872025
2024,대구광역시,2361.0815,44.34,1.0,159551.0,3740567.0,2708.0,0.0055059514040493,4.320054178561817,432.5331421215236,663.1653671510096,74524.312,-5.538637862906715,0.5449989941293643
2024,대전광역시,1435.455,41.66,1.0,66618.0,3983909.0,1551.0,0.0139328644924431,4.319187992657381,491.8823648250904,350.1020006302446,56299.352,-3.5432270235421837,1.2122038334651197
2024,부산광역시,3266.012,45.13,1.0,210397.0,3905955.0,3087.0,0.0073484114571532,4.40904687429195,478.8573955025272,840.3733633009667,121066.923,-5.482689178042488,-0.7162259020928707
2024,서울특별시,9288.119,73.95,1.0,237097.0,4935566.0,16741.0,0.0095821339067684,5.049461575589201,621.4881613812225,1892.3385401039009,575035.349,-3.5747554810517834,0.8125160485675575
2024,세종특별자치시,387.7755,57.53,1.0,24037.0,4331934.0,424.0,0.0103152468374097,6.704910444316363,443.5581928203303,81.425618069081,17360.795,-2.507886082462696,-1.108755343922696
2024,울산광역시,1097.533,46.25,1.0,180998.0,4837019.0,685.0,0.0054668060094776,4.555671674564684,517.6217936043837,225.59907917874625,93956.099,-4.154856995619682,-0.699943227657096
2024,인천광역시,2993.6575,49.6,1.0,242091.0,3981929.0,1841.0,0.0033403954861235,4.409322041683125,424.7847323883912,774.3428021778619,125591.891,-3.7872644241779274,2.281601272000877
2024,전라남도,1792.325,24.4,1.0,128939.0,4034870.0,1438.0,0.0106007560012832,13.390428633199894,501.9201316725482,504.4746843611189,103970.897,-5.046647988215247,-0.0160892084728248
2024,전북특별자치도,1741.636,23.51,1.0,119854.0,3736595.0,1839.0,0.0114834557852501,10.79444843813518,469.1893139553845,537.9726103992256,66792.381,-5.533847341485032,-0.3085135472519096
2024,제주특별자치도,669.051,34.01,1.0,12905.0,3501134.0,1053.0,0.005978617474602,18.832645044996568,494.2851890214647,202.65223847451784,26928.491,-5.538364208991764,-0.8337744838538885
2024,충청남도,2126.6115,32.35,1.0,314597.0,4680157.0,1832.0,0.011285559210039,9.357609511657394,527.2871890328817,545.0995320542032,150681.268,-2.4395514588588463,0.3058016459323909
2024,충청북도,1587.7145,30.43,1.0,228821.0,3956021.0,1313.0,0.0113370508362807,8.943673437510332,542.86208257215,383.5044050480909,91794.456,-4.867563646597029,0.7213607784594345
